slice_file_name,fold,classID,class
participant1_45.wav,3,1,participant_1
participant1_46.wav,3,1,participant_1
participant2_45.wav,3,2,participant_2
participant2_46.wav,3,2,participant_2
participant3_45.wav,3,3,participant_3
participant3_46.wav,3,3,participant_3
participant4_45.wav,3,4,participant_4
participant4_46.wav,3,4,participant_4
participant1_47.wav,4,1,participant_1
participant1_48.wav,4,1,participant_1
participant2_47.wav,4,2,participant_2
participant2_48.wav,4,2,participant_2
participant3_47.wav,4,3,participant_3
participant3_48.wav,4,3,participant_3
participant4_47.wav,4,4,participant_4
participant4_48.wav,4,4,participant_4
participant1_49.wav,5,1,participant_1
participant1_50.wav,5,1,participant_1
participant2_49.wav,5,2,participant_2
participant2_50.wav,5,2,participant_2
participant3_49.wav,5,3,participant_3
participant3_50.wav,5,3,participant_3
participant4_49.wav,5,4,participant_4
participant4_50.wav,5,4,participant_4
participant1_51.wav,6,1,participant_1
participant1_52.wav,6,1,participant_1
participant2_51.wav,6,2,participant_2
participant2_52.wav,6,2,participant_2
participant3_51.wav,6,3,participant_3
participant3_52.wav,6,3,participant_3
participant4_51.wav,6,4,participant_4
participant4_52.wav,6,4,participant_4
participant1_53.wav,7,1,participant_1
participant1_54.wav,7,1,participant_1
participant2_53.wav,7,2,participant_2
participant2_54.wav,7,2,participant_2
participant3_53.wav,7,3,participant_3
participant3_54.wav,7,3,participant_3
participant4_53.wav,7,4,participant_4
participant4_54.wav,7,4,participant_4
participant1_55.wav,8,1,participant_1
participant1_56.wav,8,1,participant_1
participant2_55.wav,8,2,participant_2
participant2_56.wav,8,2,participant_2
participant3_55.wav,8,3,participant_3
participant3_56.wav,8,3,participant_3
participant4_55.wav,8,4,participant_4
participant4_56.wav,8,4,participant_4
participant1_57.wav,9,1,participant_1
participant1_58.wav,9,1,participant_1
participant2_57.wav,9,2,participant_2
participant2_58.wav,9,2,participant_2
participant3_57.wav,9,3,participant_3
participant3_58.wav,9,3,participant_3
participant4_57.wav,9,4,participant_4
participant4_58.wav,9,4,participant_4
participant1_59.wav,10,1,participant_1
participant1_60.wav,10,1,participant_1
participant2_59.wav,10,2,participant_2
participant2_60.wav,10,2,participant_2
participant3_59.wav,10,3,participant_3
participant3_60.wav,10,3,participant_3
participant4_59.wav,10,4,participant_4
participant4_60.wav,10,4,participant_4
participant1_61.wav,1,1,participant_1
participant1_62.wav,1,1,participant_1
participant2_61.wav,1,2,participant_2
participant2_62.wav,1,2,participant_2
participant3_61.wav,1,3,participant_3
participant3_62.wav,1,3,participant_3
participant4_61.wav,1,4,participant_4
participant4_62.wav,1,4,participant_4
participant1_63.wav,2,1,participant_1
participant1_64.wav,2,1,participant_1
participant2_63.wav,2,2,participant_2
participant2_64.wav,2,2,participant_2
participant3_63.wav,2,3,participant_3
participant3_64.wav,2,3,participant_3
participant4_63.wav,2,4,participant_4
participant4_64.wav,2,4,participant_4
participant1_65.wav,3,1,participant_1
participant1_66.wav,3,1,participant_1
participant2_65.wav,3,2,participant_2
participant2_66.wav,3,2,participant_2
participant3_65.wav,3,3,participant_3
participant3_66.wav,3,3,participant_3
participant4_65.wav,3,4,participant_4
participant4_66.wav,3,4,participant_4
participant1_67.wav,4,1,participant_1
participant1_68.wav,4,1,participant_1
participant2_67.wav,4,2,participant_2
participant2_68.wav,4,2,participant_2
participant3_67.wav,4,3,participant_3
participant3_68.wav,4,3,participant_3
participant4_67.wav,4,4,participant_4
participant4_68.wav,4,4,participant_4
participant1_69.wav,5,1,participant_1
participant1_70.wav,5,1,participant_1
participant2_69.wav,5,2,participant_2
participant2_70.wav,5,2,participant_2
participant3_69.wav,5,3,participant_3
participant3_70.wav,5,3,participant_3
participant4_69.wav,5,4,participant_4
participant4_70.wav,5,4,participant_4
participant1_71.wav,6,1,participant_1
participant1_72.wav,6,1,participant_1
participant2_71.wav,6,2,participant_2
participant2_72.wav,6,2,participant_2
participant3_71.wav,6,3,participant_3
participant3_72.wav,6,3,participant_3
participant4_71.wav,6,4,participant_4
participant4_72.wav,6,4,participant_4
participant1_73.wav,7,1,participant_1
participant1_74.wav,7,1,participant_1
participant2_73.wav,7,2,participant_2
participant2_74.wav,7,2,participant_2
participant3_73.wav,7,3,participant_3
participant3_74.wav,7,3,participant_3
participant4_73.wav,7,4,participant_4
participant4_74.wav,7,4,participant_4
participant1_75.wav,8,1,participant_1
participant1_76.wav,8,1,participant_1
participant2_75.wav,8,2,participant_2
participant2_76.wav,8,2,participant_2
participant3_75.wav,8,3,participant_3
participant3_76.wav,8,3,participant_3
participant4_75.wav,8,4,participant_4
participant4_76.wav,8,4,participant_4
participant1_77.wav,9,1,participant_1
participant1_78.wav,9,1,participant_1
participant2_77.wav,9,2,participant_2
participant2_78.wav,9,2,participant_2
participant3_77.wav,9,3,participant_3
participant3_78.wav,9,3,participant_3
participant4_77.wav,9,4,participant_4
participant4_78.wav,9,4,participant_4
participant1_79.wav,10,1,participant_1
participant1_80.wav,10,1,participant_1
participant2_79.wav,10,2,participant_2
participant2_80.wav,10,2,participant_2
participant3_79.wav,10,3,participant_3
participant3_80.wav,10,3,participant_3
participant4_79.wav,10,4,participant_4
participant4_80.wav,10,4,participant_4
participant1_81.wav,1,1,participant_1
participant1_82.wav,1,1,participant_1
participant2_81.wav,1,2,participant_2
participant2_82.wav,1,2,participant_2
participant3_81.wav,1,3,participant_3
participant3_82.wav,2,3,participant_3
participant4_81.wav,1,4,participant_4
participant4_82.wav,1,4,participant_4
participant1_83.wav,2,1,participant_1
participant1_84.wav,2,1,participant_1
participant2_83.wav,2,2,participant_2
participant2_84.wav,2,2,participant_2
participant3_83.wav,3,3,participant_3
participant3_84.wav,4,3,participant_3
participant4_83.wav,2,4,participant_4
participant4_84.wav,2,4,participant_4
participant1_85.wav,3,1,participant_1
participant1_86.wav,3,1,participant_1
participant2_85.wav,3,2,participant_2
participant2_86.wav,3,2,participant_2
participant3_85.wav,5,3,participant_3
participant3_86.wav,6,3,participant_3
participant4_85.wav,3,4,participant_4
participant4_86.wav,3,4,participant_4
participant1_87.wav,4,1,participant_1
participant1_88.wav,4,1,participant_1
participant2_87.wav,4,2,participant_2
participant2_88.wav,4,2,participant_2
participant3_87.wav,7,3,participant_3
participant3_88.wav,8,3,participant_3
participant4_87.wav,4,4,participant_4
participant4_88.wav,4,4,participant_4
participant1_89.wav,5,1,participant_1
participant1_90.wav,5,1,participant_1
participant2_89.wav,5,2,participant_2
participant2_90.wav,5,2,participant_2
participant3_89.wav,9,3,participant_3
participant3_90.wav,10,3,participant_3
participant4_89.wav,5,4,participant_4
participant4_90.wav,5,4,participant_4
participant1_91.wav,6,1,participant_1
participant1_92.wav,6,1,participant_1
participant2_91.wav,6,2,participant_2
participant2_92.wav,6,2,participant_2
participant4_91.wav,6,4,participant_4
participant4_92.wav,6,4,participant_4
participant1_93.wav,7,1,participant_1
participant1_94.wav,7,1,participant_1
participant2_93.wav,7,2,participant_2
participant2_94.wav,7,2,participant_2
participant4_93.wav,7,4,participant_4
participant4_94.wav,7,4,participant_4
participant1_95.wav,8,1,participant_1
participant1_96.wav,8,1,participant_1
participant2_95.wav,8,2,participant_2
participant2_96.wav,8,2,participant_2
participant4_95.wav,8,4,participant_4
participant4_96.wav,8,4,participant_4
participant1_97.wav,9,1,participant_1
participant1_98.wav,9,1,participant_1
participant2_97.wav,9,2,participant_2
participant2_98.wav,9,2,participant_2
participant4_97.wav,9,4,participant_4
participant4_98.wav,9,4,participant_4
participant1_99.wav,10,1,participant_1
participant1_100.wav,10,1,participant_1
participant2_99.wav,10,2,participant_2
participant2_100.wav,10,2,participant_2
participant4_99.wav,10,4,participant_4
participant4_100.wav,10,4,participant_4
